REPORT_ID,Total Cas,Total Fats,Total SI,Total MI,CSEF Severity,Licence Type,Number Occupants,Drugs Involved,Area Speed,Crash Type,Position Type,DayNight,DUI Involved,Weather Cond
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Unknown,2,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,3,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Learners,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,25,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unlicenced,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Unlicenced,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Unknown,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,10,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 2,2,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Learners,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,7,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,5,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Probationary,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Learners,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,2,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unknown,2,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Unknown,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Probationary,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unlicenced,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unlicenced,2,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Provisional 2,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unknown,3,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Learners,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,4,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unlicenced,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,4,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unlicenced,1,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 2,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,5,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,4,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Unlicenced,3,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,2,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,2,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 2,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,3,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Provisional 2,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Learners,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,4,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Unknown,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,4,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Learners,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,4,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,5,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Probationary,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Provisional 2,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,4,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,3,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Provisional 1 ,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Learners,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Provisional 1 ,2,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,2,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,,0,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,Full,2,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,Unknown,1,,,,,,,
,,,,,,Full,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
